"auctionEndDate","auctionResultAuctionEnded","auctionResultBids","auctionResultHighBid","auctionResultReserveMet","auctionResultViews","auctionResultWatchers","auctionStatus","auctionUrl","countryCode","countryCodeAlpha3","currency","currentBid","currentBidFormatted","description","currentBidder","detailLocation","era","id","inSubscription","listingDetails/0","listingDetails/1","listingDetails/2","listingDetails/3","listingDetails/4","listingDetails/5","listingDetails/6","listingDetails/7","listingDetails/8","listingDetails/9","listingDetails/10","listingDetails/11","listingDetails/12","listingDetails/13","listingDetails/14","listingDetails/15","listingDetails/16","listingDetails/17","listingDetails/18","listingDetails/19","listingDetails/20","listingDetails/21","listingDetails/22","listingDetails/23","listingDetails/24","listingDetails/25","listingDetails/26","listingDetails/27","listingDetails/28","listingDetails/29","listingDetails/30","lotNumber","model","make","noReserve","privatePartyOrDealer","repeat","reserveMet","soldText","title","views"
"2025-11-19T18:41:18.000Z","November 19, 2025 at 10:41AM PT","63","76000","false","15254","1421","ended","https://bringatrailer.com/listing/1985-porsche-911-carrera-coupe-66/","US","USA","USD","76000","USD $76,000","This 1985 Porsche 911 Carrera coupe was specified with the M491 “Turbo Look” package and is powered by a 3.2-liter flat-six linked with a 915 five-speed manual transaxle and an optional limited-slip differential. It is finished in black over black and red upholstery and features a Fabspeed muffler, 18” Kenesis wheels, Sparco bucket seats, a…","tlozos","Located in United States","1980s","104741754","false","Chassis: WP0AB091XFS121142","121k Miles Shown","3.2-Liter Flat-Six","915 Five-Speed Manual Transaxle","M491 “Turbo Look” Package","Black Paint","Black & Red Upholstery","18″ Kinesis Wheels","Fabspeed Muffler","Sparco Bucket Seats","MOMO Competition Steering Wheel","WEVO Short Shifter","Rennline Pedals","Brey-Krause Harness Bar","Window Sticker",,,,,,,,,,,,,,,,,"220260","Porsche 911 Carrera 3.2","Porsche","false","Private Party","false","false","Sold for USD $76,000 <span> on 11/19/25 </span>","1985 Porsche 911 Carrera Coupe M491","0 Views"
"2025-11-18T20:12:36.000Z","November 18, 2025 at 12:12PM PT","7","133000","false","19039","1649","ended","https://bringatrailer.com/listing/1983-porsche-911-turbo-8/","US","USA","USD","133000","USD $133,000","This 1983 Porsche 911 Turbo is a European-market example that was imported to the US in 1986, and it was owned by former Formula 1 driver Eddie Irvine before it was purchased by the current owner on BaT in November 2021. Over $29k of work in 2025 included overhauling the four-speed manual transaxle, wiring repairs, reupholstering the front seats,…","evobic","Located in United States","1980s","102934967","false","Chassis: WP0ZZZ93ZDS000537","81k Miles Shown, TMU","Turbocharged 3.3L Flat-Six","Four-Speed Manual Transaxle","Metallic Blue Paint","Black Leather Upholstery","16"" Fuchs Wheels","Fabspeed Exhaust Components","Fog Lights","Kenwood CD Stereo","Power Windows","2025 Service Records","Clean Carfax Report",,,,,,,,,,,,,,,,,,,"220192","Porsche 930 Turbo","Porsche","false","Dealer","true","false","Sold for USD $133,000 <span> on 11/18/25 </span>","Ex–Eddie Irvine Euro 1983 Porsche 911 Turbo","0 Views"
"2025-11-18T20:01:47.000Z","November 18, 2025 at 12:01PM PT","64","405000","false","17858","1334","ended","https://bringatrailer.com/listing/2024-porsche-911-turbo-s-coupe-16/","US","USA","USD","405000","USD $405,000","This 2024 Porsche 911 Turbo S coupe was optioned from the factory with the Classic Heritage Design and SportDesign packages, and it is finished in paint-to-sample Azzuro Thetys Metallic over black and Classic Cognac leather with Pepita-style cloth inserts. Powered by a twin-turbocharged 3.7L flat-six linked with an eight-speed PDK dual-clutch…","fjordgreen","Located in United States","2020s","104712912","false","Chassis: WP0AD2A91RS253332","2,900 Miles","Twin-Turbocharged 3.7L Flat-Six","Eight-Speed PDK Dual-Clutch Automatic Transaxle","Paint-to-Sample Azzuro Thetys Metallic","Black and Classic Cognac Leather with Pepita-Style Cloth Inserts","20"" and 21"" Turbo S Exclusive Design Alloy Wheels","Porsche Ceramic Composite Brakes","Power Steering Plus","Front-Axle Lift","Sport Exhaust","PASM Sport Suspension","Heated Power-Adjustable Front Seats","High-End Burmester Sound System","Classic Heritage Design and SportDesign Packages","Window Sticker","Total Price of $286k in 2024","Clean Carfax Report",,,,,,,,,,,,,,"220221","Porsche 992 911 Turbo","Porsche","false","Dealer","false","false","Sold for USD $405,000 <span> on 11/18/25 </span>","Azzuro Thetys Metallic 2024 Porsche 911 Turbo S Coupe","0 Views"
"2025-11-18T18:59:44.000Z","November 18, 2025 at 10:59AM PT","48","40000","false","7389","788","ended","https://bringatrailer.com/listing/2001-porsche-911-carrera-4-cabriolet-62/","US","USA","USD","40000","USD $40,000","This 2001 Porsche 911 Carrera 4 cabriolet was registered in Nevada and California before it was relocated to Oregon in 2024, and it now has 56k miles. The car was specified in Lapis Blue Metallic over Savannah Beige full leather upholstery, and it was optioned with the Full Light Burr Maple, Advanced Technic, and Comfort packages as well as…","judgmental","Located in United States","2000s","104526690","false","Chassis: WP0CA299X1S653335","56k Miles","3.4-Liter M96 Flat-Six","2021 IMS Bearing Replacement","Six-Speed Manual Transaxle","Lapis Blue Metallic Paint","Body-Color Removable Hardtop","Savannah Beige Full Leather Upholstery","Metropol Blue Convertible Soft Top","Body-Color Hardtop","18″ Sport Classic Wheels","Full Light Burr Maple Package","Advanced Technic & Comfort Packages","Auto-Dimming Mirrors","Rains-Sensing Wipers","Heated & Powered Front Seats","Kenwood Touchscreen Head Unit","Automatic Climate Control","Window Sticker","Clean Carfax Report",,,,,,,,,,,,"220153","Porsche 996 911 Carrera 4","Porsche","true","Dealer","false","true","Sold for USD $40,000 <span> on 11/18/25 </span>","2001 Porsche 911 Carrera 4 Cabriolet 6-Speed","0 Views"
"2025-11-18T18:26:00.000Z","November 18, 2025 at 10:26AM PT","13","112000","false","14323","1143","ended","https://bringatrailer.com/listing/2012-porsche-911-carrera-gts-60/","US","USA","USD","112000","USD $112,000","This 2012 Porsche 911 Carrera GTS coupe has remained registered in California from new and now has 18k miles. Power is provided by a 3.8-liter flat-six linked with a replacement seven-speed PDK dual-clutch transaxle and a limited-slip differential. The car is finished in Basalt Black Metallic over black Alcantara and leather and features the Sport…","StrangerLA","Located in United States","2010s","104935021","false","Chassis: WP0AB2A9XCS720664","18k Miles","3.8-Liter Flat-Six","Replacement Seven-Speed PDK Dual-Clutch Transaxle","Basalt Black Metallic Paint","Black Alcantara & Leather Upholstery","Black 19″ RS Spyder wheels","Sport Chrono Package Plus","Sports Suspension","Sunroof","PCM w/Navigation","Stainless-Steel Door Sills","Bose Surround Sound","Heated Front Seats",,,,,,,,,,,,,,,,,,"220126","Porsche 997 911 Carrera GTS","Porsche","true","Dealer","false","true","Sold for USD $112,000 <span> on 11/18/25 </span>","18k-Mile 2012 Porsche 911 Carrera GTS","0 Views"
"2025-11-17T20:18:13.000Z","November 17, 2025 at 12:18PM PT","42","66500","false","11313","1096","ended","https://bringatrailer.com/listing/1997-porsche-911-carrera-cabriolet-125/","US","USA","USD","66500","USD $66,500","This 1997 Porsche 911 Carrera cabriolet shows 73k miles following registration history in North Carolina and Connecticut. Powered by a 3.6-liter flat-six paired with a six-speed manual transaxle, the car is finished in Forest Green Metallic over gray leather upholstery. Equipment includes a black soft top, 18″ Technology wheels,…","outlandmotors","Located in United States","1990s","104950575","false","Chassis: WP0CA2992VS341726","73k Miles Shown","3.6-Liter Flat-Six","Six-Speed Manual Transaxle","Forest Green Metallic Paint","Gray Leather Upholstery","Black Soft Top","18″ Technology Wheels","Black Soft Top","Power-Adjustable Front Seats","Cassette Stereo","Cruise Control","Air Conditioning","Manufacturer's Literature & Service Records","Carfax Report",,,,,,,,,,,,,,,,,"220081","Porsche 993 911 (Non-Turbo/GT2)","Porsche","false","Dealer","false","false","Sold for USD $66,500 <span> on 11/17/25 </span>","1997 Porsche 911 Carrera Cabriolet 6-Speed","0 Views"
"2025-11-17T19:37:03.000Z","November 17, 2025 at 11:37AM PT","57","176000","false","19026","1999","ended","https://bringatrailer.com/listing/1998-porsche-911-carrera-s-coupe-76/","US","USA","USD","176000","USD $176,000","This 1998 Porsche 911 Carrera S coupe was sold new at Auto Place PAV, Inc. in Williamsville, New York, and was optioned with a Polar Silver Metallic finish in addition to a limited-slip differential and Aerokit II front and rear spoilers. Powered by a 3.6-liter flat-six paired with a six-speed manual transaxle, the car is equipped with 18&quot;…","Sonne","Located in United States","1990s","104441650","false","Chassis: WP0AA2993WS320389","69k Miles Shown","3.6-Liter FLat-Six","Six-Speed Manual Transaxle","Limited-Slip Differential","Polar Silver Metallic Paint","Black Leather Upholstery","18"" Hollow-Spoke ""Technology"" Wheels","Aerokit II Spoilers","Power-Operated Sunroof","Power-Adjustable Front Seats","Cruise Control","CD Stereo","Air Conditioning","Full-Exterior STEK PPF","Window Sticker","Clean Carfax Report",,,,,,,,,,,,,,,"219999","Porsche 993 911 (Non-Turbo/GT2)","Porsche","false","Private Party","false","false","Sold for USD $176,000 <span> on 11/17/25 </span>","1998 Porsche 911 Carrera S Coupe 6-Speed","0 Views"
"2025-11-17T18:44:47.000Z","November 17, 2025 at 10:44AM PT","21","29250","false","11175","1087","ended","https://bringatrailer.com/listing/1999-porsche-911-carrera-coupe-176/","US","USA","USD","29250","USD $29,250","This 1999 Porsche 911 Carrera coupe was specified in Black Metallic over Graphite Grey leather, and it has 40k miles. Power is from a 3.4-liter M96 flat-six paired with a six-speed manual transaxle, and features include a limited-slip differential, a sunroof, a deployable rear spoiler, 17&quot; five-spoke alloy wheels, traction control,…","catdog2","Located in United States","1990s","103876540","false","Chassis: WP0AA2996XS622907","40k Miles","3.4-Liter Flat-Six","Six-Speed Manual Transaxle","Limited-Slip Differential","Black Metallic Paint","Graphite Grey Leather","17"" Five-Spoke Alloy Wheels","Traction Control","Power-Adjustable Front Seats","Sunroof","Automatic Climate Control","Pioneer CD Stereo","Remote CD Changer","Clean Carfax Report",,,,,,,,,,,,,,,,,"220005","Porsche 996 911 Carrera","Porsche","true","Dealer","false","true","Sold for USD $29,250 <span> on 11/17/25 </span>","40k-Mile 1999 Porsche 911 Carrera Coupe 6-Speed","0 Views"
"2025-11-16T19:14:25.000Z","November 16, 2025 at 11:14AM PT","13","417000","false","18971","1374","ended","https://bringatrailer.com/listing/2025-porsche-911-gt3-rs-9/","US","USA","USD","417000","USD $417,000","This 2025 Porsche 911 GT3 RS was optioned with the Weissach Package, which reduced weight by utilizing a carbon-composite roof panel, front lid, anti-roll bars, and interior trim, and its black-finished body has been covered with satin protective film. It is powered by a 4.0-liter flat-six that drives the rear wheels through a seven-speed PDK…","Mission333","Located in United States","2020s","104402923","false","Chassis: WP0AF2A99SS279452","16 Miles","4.0-Liter Flat-Six","Seven-Speed PDK Dual-Clutch Automatic Transaxle","Black Paint w/Satin PPF","Black Leather and Race-Tex Uphosltery","20"" & 21"" Lightweight Magnesium Center-Lock Wheels","Weissach Package","Porsche Ceramic Composite Brakes","Front-Axle Lift","Carbon-Fiber Exterior and Interior Accents","Carbon-Fiber Full Bucket Seats","Bose Sound System","Window Sticker","Total Price of $317k in 2025","Clean Carfax Report",,,,,,,,,,,,,,,,"219955","Porsche 992 911 GT3","Porsche","false","Private Party","false","false","Sold for USD $417,000 <span> on 11/16/25 </span>","2025 Porsche 911 GT3 RS Weissach","0 Views"
"2025-11-16T18:53:11.000Z","November 16, 2025 at 10:53AM PT","32","126000","false","16490","1328","ended","https://bringatrailer.com/listing/1997-porsche-911-carrera-coupe-60/","US","USA","USD","126000","USD $126,000","This 1997 Porsche 911 Carrera coupe was first sold on BaT in December 2023, before being purchased by the seller on BaT in October 2024. Showing 70k miles, the car is powered by a 3.6-liter flat-six paired with a six-speed manual transaxle and is finished in Pastel Yellow over black leather upholstery.","smrftte","Located in United States","1990s","102960718","false","Chassis: WP0AA2994VS321307","70k Miles Shown","3.6-Liter Flat-Six","Six-Speed Manual Transaxle","Pastel Yellow Paint","Black Leather Upholstery","18"" Turbo Twist Wheels","Sunroof","Speed-Activated Rear Spoiler","Power-Adjustable Sport Seats","Air Conditioning","Becker-Porsche CR-210 Cassette Stereo","Clean Carfax Report",,,,,,,,,,,,,,,,,,,"219880","Porsche 993 911 (Non-Turbo/GT2)","Porsche","false","Private Party","true","false","Sold for USD $126,000 <span> on 11/16/25 </span>","1997 Porsche 911 Carrera Coupe 6-Speed","0 Views"
"2025-11-16T18:35:34.000Z","November 16, 2025 at 10:35AM PT","29","60991","false","9844","943","ended","https://bringatrailer.com/listing/2004-porsche-911-carrera-4s-coupe-43/","US","USA","USD","60991","USD $60,991","This 2004 Porsche 911 Carrera 4S coupe has 33k miles, and it was specified in Midnight Blue Metallic over a Graphite Grey full leather interior. The car is powered by a 3.6-liter flat-six that drives all four wheels through a six-speed manual transaxle, and equipment includes a sport exhaust system, xenon headlights, a sunroof, 18&quot; Turbo-look…","workhappens","Located in United States","2000s","104637011","false","Chassis: WP0AA29934S620401","33k Miles","3.6-Liter Flat-Six","Six-Speed Manual Transaxle","Midnight Blue Metallic Paint","Graphite Grey Leather Upholstery","18″ Turbo-Look Wheels","Sport Exhaust System","Sunroof","Speed-Activated Rear Spoiler","Xenon Headlights","Heated Power-Adjustable Front Seats","Automatic Climate Control","Service Records & Spare Parts","Clean Carfax Report",,,,,,,,,,,,,,,,,"219925","Porsche 996 911 Carrera 4S","Porsche","false","Private Party","false","false","Sold for USD $60,991 <span> on 11/16/25 </span>","33k-Mile 2004 Porsche 911 Carrera 4S Coupe 6-Speed","0 Views"
"2025-11-16T18:22:33.000Z","November 16, 2025 at 10:22AM PT","33","73000","false","12600","1282","ended","https://bringatrailer.com/listing/1988-porsche-911-carrera-targa-104/","US","USA","USD","73000","USD $73,000","This 1988 Porsche 911 Carrera Targa was purchased new by the seller&#039;s late father, and it now shows 47k miles following registration history in Florida. It is powered by a 3.2-liter flat-six paired with a G50 five-speed manual transaxle and is finished in Guards Red over Champagne leather upholstery.","Noaskye810","Located in United States","1980s","104402831","false","Chassis: WP0EB0917JS161477","47k Miles Shown","3.2-Liter Flat-Six","G50 Five-Speed Manual Transaxle","Guards Red Paint","Champagne Leather Upholstery","16"" Fuchs Alloy Wheels","Front & Rear Spoilers","Sport Shocks","Removable Targa Roof Panel","Pioneer Head Unit","Air Conditioning","Clean Carfax Report",,,,,,,,,,,,,,,,,,,"219913","Porsche 911 Carrera 3.2","Porsche","false","Private Party","false","false","Sold for USD $73,000 <span> on 11/16/25 </span>","Single-Family-Owned 1988 Porsche 911 Carrera Targa G50","0 Views"
"2025-11-16T18:10:00.000Z","November 16, 2025 at 10:10AM PT","28","216000","false","38615","2643","ended","https://bringatrailer.com/listing/1989-porsche-911-turbo-coupe-14/","US","USA","USD","216000","USD $216,000","This 1989 Porsche 911 Turbo coupe has remained registered in California from new through the current owner&#039;s purchase in 2019, and its turbocharged 3.3-liter flat-six received an engine-out service in 2019. The car is finished in Slate Gray Metallic over gray leather upholstery, and shifting is through a five-speed G50 manual transaxle and a…","ryangraves","Located in United States","1980s","90931499","false","Chassis: WP0JB0939KS050575","66k Miles Shown","Turbocharged 3.3-Liter Flat-Six","Five-Speed G50 Manual Transaxle","Limited-Slip Differential","Slate Gray Metallic Paint","Gray Leather Upholstery","16"" Fuchs Alloy Wheels","Front & Rear Spoilers","Sunroof","Kenwood Head Unit","Air Conditioning","Carfax Report",,,,,,,,,,,,,,,,,,,"219902","Porsche 930 Turbo","Porsche","false","Private Party","false","false","Sold for USD $216,000 <span> on 11/16/25 </span>","1989 Porsche 911 Turbo Coupe","0 Views"
"2025-11-15T18:22:04.000Z","November 15, 2025 at 10:22AM PT","34","40996","false","9531","776","ended","https://bringatrailer.com/listing/1999-porsche-911-carrera-cabriolet-135/","US","USA","USD","40996","USD $40,996","This 1999 Porsche 911 Carrera cabriolet is finished in Mirage Metallic over Boxster Red leather and is powered by a 3.4-liter M96 flat-six paired with a six-speed manual transaxle. The car has 37k miles following history in New Jersey, Illinois, and Pennsylvania. Equipment includes a black soft top, the Full Leather Package, a deployable rear…","3933514r","Located in United States","1990s","101605362","false","Chassis: WP0CA2991XS654821","37k Miles","3.4-Liter M96 Flat-Six","Six-Speed Manual Transaxle","Mirage Metallic Paint","Boxster Red Leather Upholstery","18″ 993-Style Turbo-Look Wheels","Black Soft Top","Full Leather Package","Deployable Rear Spoiler","Headlight Washers","Sony Head Unit","Cruise Control","Clean Carfax Report",,,,,,,,,,,,,,,,,,"219839","Porsche 996 911 Carrera","Porsche","false","Dealer","false","false","Sold for USD $40,996 <span> on 11/15/25 </span>","37k-Mile 1999 Porsche 911 Carrera Cabriolet 6-Speed","0 Views"
"2025-11-15T18:17:18.000Z","November 15, 2025 at 10:17AM PT","27","64250","false","14865","1445","ended","https://bringatrailer.com/listing/1987-porsche-911-carrera-targa-126/","US","USA","USD","64250","USD $64,250","This 1987 Porsche 911 Carrera Targa remained registered in Florida until it was relocated to New Jersey circa 2016, and it was acquired by the selling dealer in 2025. Subsequent work is said to have included repainting portions of the body, re-trimming the front seats and upper dashboard, refurbishing the targa top, a valve adjustment, and…","Kimnskinner","Located in United States","1980s","104176705","false","Chassis: WP0EB0916HS160914","121k Miles Shown","3.2-Liter Flat-Six","G50 Five-Speed Manual Transaxle","Silver Metallic Paint","Burgundy Leather Upholstery","Refurbished Targa Removable Roof Panel","15″ Fuchs Alloy Wheels","Front & Rear Spoilers","Alarm System","PCCM Stereo Head Unit","Manufacturer's Literature",,,,,,,,,,,,,,,,,,,,"219851","Porsche 911 Carrera 3.2","Porsche","false","Dealer","false","false","Sold for USD $64,250 <span> on 11/15/25 </span>","1987 Porsche 911 Carrera Targa G50","0 Views"
"2025-11-15T18:15:30.000Z","November 15, 2025 at 10:15AM PT","45","71156","false","17369","1404","ended","https://bringatrailer.com/listing/2009-porsche-911-carrera-s-coupe-75/","US","USA","USD","71156","USD $71,156","This 2009 Porsche 911 Carrera S coupe has been registered in California from new. It was purchased by its current owner from the original owner in June 2016, and 20k of the 33k miles have been added since that time. Finished in black over matching leather, the car is powered by a 3.8-liter flat-six paired with a seven-speed PDK dual-clutch…","Craig74","Located in United States","2000s","103884317","false","Chassis: WP0AB29989S721745","33k Miles","3.8-Liter Flat-Six","Seven-Speed PDK Dual-Clutch Transaxle","Black Paint","Black Leather Upholstery","Sport Chrono Package Plus","Comfort Package","Infotainment Package","19″ Sport Design Wheels","Sunroof","Bi-Xenon Headlights","Deployable Rear Spoiler","Heated & Ventilated Power-Adjustable Front Seats","Bose Sound System","Automatic Climate Control","Porsche Communication Management w/Navigation","Clean Carfax Report",,,,,,,,,,,,,,"219845","Porsche 997 911 Carrera S","Porsche","false","Private Party","false","false","Sold for USD $71,156 <span> on 11/15/25 </span>","33k-Mile 2009 Porsche 911 Carrera S Coupe","0 Views"
"2025-11-14T21:00:00.000Z","November 14, 2025 at 1:00PM PT","12","70000","false","6718","605","ended","https://bringatrailer.com/listing/2004-porsche-911-turbo-cabriolet-210/","US","USA","USD","70000","USD $70,000","This 2004 Porsche 911 Turbo cabriolet is finished in Carrara White over Metropol Blue leather. The car is powered by a twin-turbocharged 3.6L flat-six paired with a six-speed manual transaxle and all-wheel drive, and has been modified with a GIAC engine tune and BBI Barcode exhaust components. It is equipped with a power-operated Metropol Blue…","A7534","Located in United States","2000s","103836552","false","Chassis: WP0CB29984S675738","63k Miles","Carrara White Paint","Metropol Blue Leather Upholstery","Twin-Turbocharged 3.6-Liter Flat-Six","Six-Speed Manual Transaxle","All-Wheel Drive","Limited-Slip Differential","Black 19"" Wheels","H&R Lowering Springs","Removable Hardtop","BBI Barcode Exhaust Components","Porsche Ceramic Composite Brakes","Aftermarket Steering Wheel","Heated Power-Adjustable Sport Seats","Body-Color Center Console","Kenwood Head Unit","Clean Carfax Report",,,,,,,,,,,,,,"219800","Porsche 996 911 Turbo","Porsche","false","Private Party","true","false","Sold for USD $70,000 <span> on 11/14/25 </span>","2004 Porsche 911 Turbo Cabriolet 6-Speed","0 Views"
"2025-11-14T20:51:01.000Z","November 14, 2025 at 12:51PM PT","21","67100","false","6316","850","ended","https://bringatrailer.com/listing/2009-porsche-911-carrera-4s-cabriolet-39/","US","USA","USD","67100","USD $67,100","This 2009 Porsche 911 Carrera 4S cabriolet was specified in Meteor Gray Metallic over black leather, and it has 19k miles. Power is from a 3.8-liter flat-six that drives all four wheels through a seven-speed PDK dual-clutch transaxle, and equipment includes the Sport Chrono Package Plus, 19” Turbo wheels, a black convertible soft top, heated…",,"Located in United States","2000s","104840996","false","Chassis: WP0CB29979S755023","19K Miles","3.8-Liter Flat-Six","Seven-Speed PDK Dual-Clutch Transaxle","Meteor Gray Metallic Paint","Black Leather Upholstery","Black Convertible Soft Top","Sport Chrono Package Plus","19” Turbo Wheels","Heated & Ventilated Power-Adjustable Front Seats","Bose High End Sound Package","Automatic Climate Control","Porsche Communication Management w/Navigation","Clean Carfax Report",,,,,,,,,,,,,,,,,,"219764","Porsche 997 911 Carrera 4S","Porsche","false","Dealer","false","false","Bid to USD $67,100 <span> on 11/14/25 </span>","19k-Mile 2009 Porsche 911 Carrera 4S Cabriolet","0 Views"
"2025-11-14T20:50:59.000Z","November 14, 2025 at 12:50PM PT","26","160000","false","12705","1189","ended","https://bringatrailer.com/listing/2018-porsche-911-gt3-164/","US","USA","USD","160000","USD $160,000","This 2018 Porsche 911 GT3 was purchased new by the owner from Porsche Main Line of Newtown Square, Pennsylvania, and now has 18k miles. The car was specified from the factory with a Bose surround-sound system, a front-axle lift system, the Sport Chrono Package, 20&quot; Satin Platinum center-lock alloy wheels, and an extended-range fuel tank for the…","CoFan","Located in United States","2010s","104392295","false","Chassis: WP0AC2A94JS174213","18k Miles","4.0-Liter Flat-Six","Seven-Speed PDK Dual-Clutch Transaxle","Carrara White Paint w/Black & Red Accents","Black Leather Upholstery w/Tartan Inserts","20"" Satin Platinum Center-Lock Alloy Wheels","Front-Axle Lift","Carbon-Fiber Full Bucket Seats","Bose Sound System","Sport Chrono Package","Spare Seat Inserts","Car Cover","Clean Carfax Report",,,,,,,,,,,,,,,,,,"219771","Porsche 991 911 GT3","Porsche","false","Dealer","false","false","Sold for USD $160,000 <span> on 11/14/25 </span>","18k-Mile 2018 Porsche 911 GT3","0 Views"
"2025-11-14T20:38:09.000Z","November 14, 2025 at 12:38PM PT","54","126000","false","9025","1174","ended","https://bringatrailer.com/listing/2008-porsche-911-turbo-cabriolet-162/","US","USA","USD","126000","USD $126,000","This 2008 Porsche 911 Turbo cabriolet was previously listed on BaT in September 2024 and was purchased by the seller later that same year. Indicating 11k miles, the car is finished in Slate Grey Metallic over black full leather and is powered by a twin-turbocharged 3.6L flat-six that drives all four wheels via a six-speed manual gearbox.","Eozuna","Located in United States","2000s","104137197","false","Chassis: WP0CD29948S789039","11k Miles","Twin-Turbocharged 3.6L Flat-Six","Six-Speed Manual Transaxle","Locking Rear Differential","All-Wheel-Drive System","Slate Grey Metallic Paint","Power-Operated Black Soft Top","Black Full Leather w/Red Stitching","Sport Chrono Package","Heated Power Front Seats","Deployable Rear Spoiler","Bi-Xenon Headlights","Bose Sound System","19"" Turbo Wheels","Clean Carfax Report",,,,,,,,,,,,,,,,"219741","Porsche 997 911 Turbo","Porsche","false","Private Party","false","false","Sold for USD $126,000 <span> on 11/14/25 </span>","11k-Mile 2008 Porsche 911 Turbo Cabriolet 6-Speed","0 Views"
"2025-11-14T20:10:00.000Z","November 14, 2025 at 12:10PM PT","8","54000","false","9090","958","ended","https://bringatrailer.com/listing/2004-porsche-911-carrera-4s-coupe-44/","US","USA","USD","54000","USD $54,000","This 2004 Porsche 911 Carrera 4S coupe was optioned with the X51 Carrera Power Kit, a $13,990 option that provided the 3.6-liter flat-six with a revised air intake, exhaust system, and engine tuning. The car is finished in Arctic Silver Metallic over Graphite Gray leather, and is further equipped with a six-speed manual transaxle, speed-activated…","wjoecunningham","Located in United States","2000s","104769284","false","Chassis: WP0AA29994S622587","94k Miles on Replacement Cluster","3.6-Liter Flat-Six","X51 Carrera Power Kit","Six-Speed Manual Transaxle","Arctic Silver Metallic Paint","Graphite Gray Leather","18"" Sport Techno Wheels","Sunroof","Speed-Activated Rear Spoiler","Porsche Classic Communication Management Plus","Heated Power-Adjustable Front Sport Seats","CocoMats Floor Mats","Stainless-Steel Door Entry Guards","Clean Carfax Report",,,,,,,,,,,,,,,,,"219831","Porsche 996 911 Carrera 4S","Porsche","false","Dealer","false","false","Sold for USD $54,000 <span> on 11/14/25 </span>","2004 Porsche 911 Carrera 4S Coupe X51 6-Speed","0 Views"
"2025-11-14T19:55:00.000Z","November 14, 2025 at 11:55AM PT","26","211996","false","18359","1382","ended","https://bringatrailer.com/listing/2002-porsche-911-gt2-46/","US","USA","USD","211996","USD $211,996","This 2002 Porsche 911 GT2 is one of just over 300 examples produced for the US market between 2002 and 2005, and it was purchased new by the current owner who has added the 15k miles while registering the car in Nevada. Finished in Arctic Silver Metallic over Black leather, the coupe is powered by a twin-turbocharged 3.6L flat-six linked with a…",,"Located in United States","2000s","104118721","false","Chassis: WP0AB29992S696232","Original Owner","15k Miles","Twin-Turbocharged 3.6L Flat-Six","Six-Speed Manual Transaxle","Limited-Slip Differential","Arctic Silver Metallic","Black Leather","Cruise Control","18"" Turbo Twist Wheels","Carbon-Fiber Interior Trim","Manually Adjustable Sport Seats","Porsche Ceramic Composite Brakes","DME Report, Records, & Tools","Window Sticker & CoA","Clean Carfax Report",,,,,,,,,,,,,,,,"219816","Porsche 996 911 GT2","Porsche","false","Dealer","false","false","Sold for USD $211,996 <span> on 11/14/25 </span>","15k-Mile 2002 Porsche 911 GT2","0 Views"
"2025-11-14T19:53:50.000Z","November 14, 2025 at 11:53AM PT","37","108600","false","13286","1527","ended","https://bringatrailer.com/listing/2016-porsche-911-carrera-gts-coupe-17/","US","USA","USD","108600","USD $108,600","This 2016 Porsche 911 Carrera GTS is a GT Silver Metallic-finished coupe that has 21k miles and was optioned with the Premium and GTS Interior packages. Powered by a 3.8-liter flat-six paired with a seven-speed PDK dual-clutch automatic transaxle, the car is further equipped with black leather and Alcantara upholstery, the Sport Chrono Package, a…","ewcg0100","Located in United States","2010s","104832177","false","Chassis: WP0AB2A90GS122198","21k Miles","3.8-Liter Flat-Six","Seven-Speed PDK Dual-Clutch Automatic Transaxle","GT Silver Metallic Paint","Black Leather & Alcantara Upholstery","20"" Carrera S Alloy Wheels","Later-Model Steering Wheel","GTS Interior and Premium Packages","Carbon-Fiber Interior Trim","PASM Sport Suspension","Heated 18-Way Adaptive Sport Plus Front Seats","Parking Sensors","Sunroof","Clean Carfax Report",,,,,,,,,,,,,,,,,"219823","Porsche 991 911 Carrera GTS","Porsche","false","Dealer","false","false","Sold for USD $108,600 <span> on 11/14/25 </span>","21k-Mile 2016 Porsche 911 Carrera GTS Coupe","0 Views"
