"auctionEndDate","auctionResultAuctionEnded","auctionResultBids","auctionResultHighBid","auctionResultReserveMet","auctionResultViews","auctionResultWatchers","auctionStatus","auctionUrl","countryCode","countryCodeAlpha3","currency","currentBid","currentBidFormatted","description","currentBidder","detailLocation","era","id","inSubscription","listingDetails/0","listingDetails/1","listingDetails/2","listingDetails/3","listingDetails/4","listingDetails/5","listingDetails/6","listingDetails/7","listingDetails/8","listingDetails/9","listingDetails/10","listingDetails/11","listingDetails/12","listingDetails/13","listingDetails/14","listingDetails/15","listingDetails/16","listingDetails/17","listingDetails/18","listingDetails/19","listingDetails/20","listingDetails/21","listingDetails/22","listingDetails/23","listingDetails/24","listingDetails/25","listingDetails/26","listingDetails/27","listingDetails/28","listingDetails/29","listingDetails/30","lotNumber","model","make","noReserve","privatePartyOrDealer","repeat","reserveMet","soldText","title","views"
"2025-04-28T19:26:02.000Z","April 28, 2025 at 12:26PM PT","45","173000","false","19974","1277","ended","https://bringatrailer.com/listing/2010-porsche-911-gt3-83/","US","USA","USD","173000","USD $173,000","This 2010 Porsche 911 GT3 has 37k miles and was initially sold by Newport Auto Center of Costa Mesa, California, prior to being purchased by the seller in 2020. It is powered by a 3.8-liter flat-six linked with a six-speed manual transaxle and a limited-slip differential, and it is finished in Carrara White over Dark Gray Natural leather and…","2manyKarz","Located in United States","2010s","92395581","false","Chassis: WP0AC2A90AS783153","37k Miles","3.8-Liter Flat-Six","Six-Speed Manual Transaxle","Carrara White Paint","Dark Gray Natural Leather and Alcantara Upholstery","19″ Black-Finished Center-Lock Wheels","Ceramic-Composite Brakes","Lightweight Headlights","PCM w/Navigation","Heated Adaptive Sport Plus Seats","Clean Carfax Report",,,,,,,,,,,,,,,,,,,,"189331","Porsche 997 911 GT3","Porsche","false","Private Party","false","false","Sold for USD $173,000 <span> on 4/28/25 </span>","2010 Porsche 911 GT3","0 Views"
"2025-04-28T19:23:03.000Z","April 28, 2025 at 12:23PM PT","33","88000","false","12471","1332","ended","https://bringatrailer.com/listing/1974-porsche-911-coupe-24/","US","USA","USD","88000","USD $88,000","This 1974 Porsche 911 coupe was originally delivered to Centennial Porsche-Audi in Eugene, Oregon, and modifications circa 2006 included a rebuild of its flat-six to a displacement of 2.9 liters, boattailing the engine case, and installing a Web Cam camshaft and an LN Engineering Nickies 93mm cylinder and piston set.","GeminiKoi","Located in United States","1970s","92564194","false","Chassis: 9114101263","54k Miles Shown, TMU","Modified 2.9-Liter Flat-Six","Web Cam Camshaft","LN Engineering Nickies Cylinders/Pistons","Five-Speed Manual","Repainted Blue","Black Leather Upholstery","15"" Cookie-Cutter Wheels","Four-Wheel Ventilated Disc Brakes","ERP Bump Steer Kit","Dansk Muffler","High-Back Front Bucket Seats","Coco Mats","Push-Button Radio",,,,,,,,,,,,,,,,,"189328","Porsche 911 1974-1977","Porsche","false","Dealer","true","false","Sold for USD $88,000 <span> on 4/28/25 </span>","1974 Porsche 911 Coupe 2.9L 5-Speed","0 Views"
"2025-04-28T19:02:41.000Z","April 28, 2025 at 12:02PM PT","46","75000","false","8185","757","ended","https://bringatrailer.com/listing/2004-porsche-911-carrera-4s-cabriolet-51/","US","USA","USD","75000","USD $75,000","This 2004 Porsche 911 Carrera 4S cabriolet was initially delivered to Braman Motorcars of West Palm Beach, Florida, and remained with the original owner until the selling dealer&#039;s acquisition in 2024. The car now has 1,800 miles and is finished in Guards Red over Savannah Beige leather. Power is provided by a 3.6-liter flat-six that drives all…","2S2QT","Located in United States","2000s","92448195","false","Chassis: WP0CA29974S653801","1,800 Miles","3.6-Liter Flat-six","Five-Speed Automatic Transaxle","Guards Red Paint","Heated Power-Adjustable Front Seats","Savannah Beige Leather Upholstery","Black Convertible Soft Top","18"" GT3 Alloy Wheels","Xenon Headlights","Heated Power-Adjustable Front Seats","Bose High End Sound System","Window Sticker","Clean Carfax Report",,,,,,,,,,,,,,,,,,"189317","Porsche 996 911 Carrera 4S","Porsche","false","Dealer","false","false","Sold for USD $75,000 <span> on 4/28/25 </span>","1,800-Mile 2004 Porsche 911 Carrera 4S Cabriolet","0 Views"
"2025-04-28T17:49:21.000Z","April 28, 2025 at 10:49AM PT","37","133000","false","14748","1327","ended","https://bringatrailer.com/listing/1983-porsche-930-turbo-21/","US","USA","USD","133000","USD $133,000","This 1983 Porsche 911 Turbo is a rest-of-world coupe that was imported to the US from Germany in August 1983 and was modified under previous ownership. Power comes from a turbocharged 3.3-liter flat-six that is said to have been fitted with Mahle cylinders and pistons, custom camshafts, a K27 turbocharger, and an Andial intercooler, while shifting…","bharslem","Located in United States","1980s","92325299","false","Chassis: WP0ZZZ93ZDS000823","69k Miles Shown, TMU","Turbocharged 3.3-Liter Flat-Six","Four-Speed Manual Transaxle","Limited-Slip Differential","Repainted Black","Tan Leather Upholstery","17"" Fikse Three-Piece wheels","Bilstein Shocks","Aftermarket Front Spoiler","Side Strakes & Extended Sills","Tea-Tray Rear Wing","Sunroof","Air Conditioning","Blaupunkt CD Stereo","MOMO Steering Wheel","Recaro Front Sports Seats","Andial Intercooler","Fabspeed Muffler","Clean Carfax Report",,,,,,,,,,,,"189291","Porsche 930 Turbo","Porsche","true","Private Party","true","true","Sold for USD $133,000 <span> on 4/28/25 </span>"," Modified 1983 Porsche 911 Turbo","0 Views"
"2025-04-28T17:26:29.000Z","April 28, 2025 at 10:26AM PT","27","42000","false","15960","1184","ended","https://bringatrailer.com/listing/1988-porsche-911-carrera-cabriolet-87/","US","USA","USD","42000","USD $42,000","This 1988 Porsche 911 Carrera cabriolet was purchased new by the seller&#039;s late husband in Princeton, New Jersey, and ownership was transferred to the seller in 2003. Work performed since 2022 included rebuilding the engine as well as replacing the clutch, hydraulic cylinders, flywheel, blower motor, and battery.","SoCalBimmerAddict","Located in United States","1980s","90126134","false","Chassis: WP0EB0915JS171375","18k Miles Shown on Reset Odometer, TMU","3.2-Liter Flat-Six","G50 Five-Speed Manual Transaxle","Grand Prix White Paint","Linen Leather Upholstery","White-Finished 15"" Fuchs Wheels","Rennline LED Headlights","Integrated Fog Lights","Rear Spoiler","Black Convertible Top","Power-Adjustable Front Seats","Sony CD Stereo","Air Conditioning","Service Records",,,,,,,,,,,,,,,,,"189284","Porsche 911 Carrera 3.2","Porsche","false","Private Party","false","false","Sold for USD $42,000 <span> on 4/28/25 </span>","One-Family-Owned 1988 Porsche 911 Carrera Cabriolet G50","0 Views"
"2025-04-28T17:15:02.000Z","April 28, 2025 at 10:15AM PT","21","92000","false","20989","1463","ended","https://bringatrailer.com/listing/2019-porsche-911-carrera-4s-coupe-15/","US","USA","USD","92000","USD $92,000","This 2019 Porsche 911 Carrera 4S coupe was delivered new to Circle Porsche of Long Beach, California, and was specified with ~$36k in options by the seller which included Porsche Ceramic Composite Brakes, a natural leather interior, a Bose sound system, 20&quot; RS Spyder Design wheels, and the Sport Package.","sissiodo","Located in United States","2010s","89371687","false","Chassis: WP0AB2A9XKS114649","59,600 Miles","Twin-Turbocharged 3.0L Flat-Six","Seven-Speed PDK Dual-Clutch Transaxle","Porsche Torque Vectoring Plus","Night Blue Metallic Paint","Cognac & Espresso Leather Upholstery","20"" RS Spyder Design Wheels","Sport Package","Sport Chrono Package","Xenon Headlights w/PDLS","Porsche Ceramic Composite Brakes (PCCB)","Bose Sound System","Window Sticker","Service Records","Clean Carfax Report",,,,,,,,,,,,,,,,"189279","Porsche 991 911 Carrera 4S","Porsche","false","Private Party","false","false","Sold for USD $92,000 <span> on 4/28/25 </span>","2019 Porsche 911 Carrera 4S Coupe","0 Views"
"2025-04-27T20:02:53.000Z","April 27, 2025 at 1:02PM PT","26","42000","false","13979","1345","ended","https://bringatrailer.com/listing/2006-porsche-911-carrera-coupe-36/","US","USA","USD","42000","USD $42,000","This 2006 Porsche 911 Carrera coupe is finished in Arctic Silver Metallic, and its black-upholstered cabin has heated adaptive sport seats, Bose audio, and a Kenwood infotainment screen. Power is from a 3.6-liter flat-six paired with a six-speed manual transaxle, and other details include 19” Carrera S II wheels, bi-xenon headlights, a…","DidWeWin","Located in United States","2000s","91945914","false","Chassis: WP0AA29946S716573","53k Miles","3.6-Liter Flat-Six","Six-Speed Manual Transaxle","Arctic Silver Metallic Paint","Black Leather Leather Upholstery","19” Carrera S II Wheels","Heated Adaptive Sport Seats","Bi-Xenon Headlights","Kenwood Infotainment Screen","Bose Audio System","Clean Carfax Report",,,,,,,,,,,,,,,,,,,,"189238","Porsche 997 911 Carrera","Porsche","false","Private Party","false","false","Sold for USD $42,000 <span> on 4/27/25 </span>","2006 Porsche 911 Carrera Coupe 6-Speed","0 Views"
"2025-04-27T19:46:19.000Z","April 27, 2025 at 12:46PM PT","38","20000","false","7141","657","ended","https://bringatrailer.com/listing/2002-porsche-911-carrera-4-cabriolet-58/","US","USA","USD","20000","USD $20,000","This 2002 Porsche 911 Carrera 4 cabriolet spent time in New York before the seller&#039;s father purchased it in 2016, and an LN Engineering IMS bearing kit was installed that same year. The convertible is finished in Arctic Silver Metallic with a matching hardtop and a Metropol Blue soft top over Metropol Blue full leather, and it is powered by a…",,"Located in United States","2000s","90711921","false","Chassis: WP0CA29982S650306","20k Miles Since 2018 Cluster Replacement","3.6-Liter Flat-Six","IPD Intake Plenum","Fabspeed Intake & Exhaust","Six-Speed Manual Transaxle","Arctic Silver Metallic Paint","Metropol Blue Full Leather","Body-Color Hardtop","Metropol Blue Soft Top","Comfort & Technic Packages","Sony Touchscreen Infotainment","Power-Adjustable Front Seats","18” Carrera II Wheels","Bilstein Dampers","Hardtop Stand & Records",,,,,,,,,,,,,,,,"189227","Porsche 996 911 Carrera 4","Porsche","false","Private Party","false","false","Bid to USD $20,000 <span> on 4/27/25 </span>","2002 Porsche 911 Carrera 4 Cabriolet 6-Speed","0 Views"
"2025-04-27T18:43:03.000Z","April 27, 2025 at 11:43AM PT","27","194000","false","19110","1639","ended","https://bringatrailer.com/listing/1997-porsche-911-carrera-4s-102/","US","USA","USD","194000","USD $194,000","This 1997 Porsche 911 Carrera 4S coupe was initially sold in California and remained registered in the state until 2022, and it shows 16k miles. The car is powered by a 3.6-liter flat-six that drives all four wheels through a six-speed manual transaxle, and it is finished in Black over Cashmere Beige leather with supple inserts.","Noaskye810","Located in United States","1990s","92491760","false","Chassis: WP0AA2995VS321560","16k Miles Shown","3.6-Liter Flat-Six","Six-Speed Manual Transaxle","Black Paint","Cashmere Beige Leather Upholstery","Supple Leather Seat Inserts","18″ Turbo Twist Wheels","Sunroof","Xenon Headlights","8-Way Power-Adjustable Driver's Seat","Becker Porsche CDR-210 Stereo","Cruise Control","Air Conditioning","Window Sticker","Clean Carfax Report",,,,,,,,,,,,,,,,"189254","Porsche 993 911 (Non-Turbo/GT2)","Porsche","false","Private Party","false","false","Sold for USD $194,000 <span> on 4/27/25 </span>","16k-Mile 1997 Porsche 911 Carrera 4S 6-Speed","0 Views"
"2025-04-27T17:39:14.000Z","April 27, 2025 at 10:39AM PT","22","53000","false","15248","799","ended","https://bringatrailer.com/listing/1999-porsche-911-gt3-3/","CA","CAN","USD","53000","USD $53,000","This 1999 Porsche 911 GT3 race car is said to have been campaigned in the 1999 and 2000 Porsche Michelin Supercup Series in Europe before it was relocated to Canada and purchased by the seller in May 2016. It subsequently participated in HPDE events at Daytona International Raceway, Watkins Glen, Virginia International Raceway, Road America, Road…","Yonk","Located in Canada","1990s","92073614","false","Chassis: WP0ZZZ99ZXS698132","11k Kilometers (~7k Miles) Shown","Replacement 3.6L Flat-Six","Six-Speed Manual Transmission","Limited-Slip Differential","White & Yellow Paint","Stripped Cockpit w/Roll Cage","Sparco EVO Plus Seats","Adjustable Coilover Suspension","18"" BBS Wheels","Adjustable Rear Wing","Fire Suppression System","MOMO Steering Wheel",,,,,,,,,,,,,,,,,,,"189199","Porsche 996 911 GT3","Porsche","false","Private Party","false","false","Sold for USD $53,000 <span> on 4/27/25 </span>","1999 Porsche 911 GT3 Race Car","0 Views"
"2025-04-26T19:34:57.000Z","April 26, 2025 at 12:34PM PT","42","68000","false","10529","1153","ended","https://bringatrailer.com/listing/2008-porsche-911-carrera-4s-coupe-28/","US","USA","USD","68000","USD $68,000","This 2008 Porsche 911 Carrera 4S coupe is finished in black over Carrera Red Natural leather with black carpets and has 17k miles following history in New York, Massachusetts, and Minnesota. The car is powered by a 3.8-liter flat-six that drives all four wheels through a six-speed manual transaxle, and equipment includes a sport exhaust system,…","atomatom","Located in United States","2000s","85372552","false","Chassis: WP0AB29988S731481","17k Miles","3.8-Liter Flat-Six","Six-Speed Manual Transaxle","All-Wheel-Drive System","Black Paint","Carrera Red Natural Leather","Bose High-End Sound Package","Heated Sport Seats w/Painted Hardback Shells","Body-Color Interior Trim","Sport Exhaust System","PCM w/Navigation","19” Turbo Wheels","PASM Suspension","Clean Carfax Report",,,,,,,,,,,,,,,,,"189147","Porsche 997 911 Carrera 4S","Porsche","false","Private Party","false","false","Sold for USD $68,000 <span> on 4/26/25 </span>","17k-Mile 2008 Porsche 911 Carrera 4S Coupe 6-Speed","0 Views"
"2025-04-26T19:27:17.000Z","April 26, 2025 at 12:27PM PT","25","255000","false","23159","1699","ended","https://bringatrailer.com/listing/1993-porsche-911-rs-america-68/","US","USA","USD","255000","USD $255,000","This 1993 Porsche 911 RS America is one of 701 examples produced during a two-year production run, and it shows 15k miles following the current owner&#039;s purchase in 2024. Ordered without a sunroof, the car is finished in black over black cloth upholstery and powered by a 3.6-liter flat-six paired with a G50 five-speed manual transaxle.","gshoyt","Located in United States","1990s","91398105","false","Chassis: WP0AB296XPS418078","16k Miles Shown","3.6-Liter Flat-Six","Five-Speed G50 Manual Transaxle","Black Paint","Black Cloth Upholstery","17"" Cup Wheels","M030 Sport Suspension","Fixed Rear Spoiler","Fog Lights","Air Conditioning","Power-Adjustable Sport Seats","PCCM System w/Bluetooth","Clean Carfax Report",,,,,,,,,,,,,,,,,,"189182","Porsche 911 RS America","Porsche","false","Dealer","false","false","Sold for USD $255,000 <span> on 4/26/25 </span>","15k-Mile 1993 Porsche 911 RS America","0 Views"
"2025-04-26T18:43:48.000Z","April 26, 2025 at 11:43AM PT","36","116000","false","8206","857","ended","https://bringatrailer.com/listing/2014-porsche-911-turbo-s-cabriolet-13/","US","USA","USD","116000","USD $116,000","This 2014 Porsche 911 Turbo S Cabriolet was purchased new by its previous owner in New Mexico and was purchased by the seller on BaT in August 2023. The car is powered by a twin-turbocharged 3.8L flat-six that drives all four wheels through a seven-speed PDK dual-clutch transaxle and is finished in Amaranth Red Metallic over Espresso Natural…","Okjab","Located in United States","2010s","92416520","false","Chassis: WP0CD2A95ES173342","11k Miles","Twin-Turbocharged 3.8L Flat-Six","Seven-Speed PDK Dual-Clutch Transaxle","Amaranth Red Metallic Paint","Brown Soft Top","Espresso Natural Leather Upholstery","Carbon-Fiber Interior Trim","20"" Turbo S Center-Lock Alloy Wheels","Porsche Ceramic-Composite Brakes","Sport Chrono Package","LED Headlights w/PDLS","ParkAssist","Rear-View Camera","Porsche Entry & Drive","Heated & Ventilated Front Seats",,,,,,,,,,,,,,,,"189156","Porsche 991 911 Turbo","Porsche","false","Private Party","true","false","Sold for USD $116,000 <span> on 4/26/25 </span>","11k-Mile 2014 Porsche 911 Turbo S Cabriolet","0 Views"
"2025-04-26T17:48:16.000Z","April 26, 2025 at 10:48AM PT","19","90993","false","9750","939","ended","https://bringatrailer.com/listing/1997-porsche-911-carrera-cabriolet-110/","US","USA","USD","90993","USD $90,993","This 1997 Porsche 911 Carrera cabriolet shows 29k miles and has a registration history in Tennessee and Georgia. The car is powered by a 3.6-liter flat-six paired with a six-speed manual transaxle and is finished in Arctic Silver Metallic over Classic Gray partial leather. Equipment includes the Motor Sound Package, a black soft top, 17&quot; Cup II…","ABACOTOAD","Located in United States","1990s","91446313","false","Chassis: WP0CA2994VS341503","29k Miles Shown","3.6-Liter Flat-Six","Six-Speed Manual Transaxle","Arctic Silver Metallic Paint","Classic Gray Partial Leather Upholstery","17″ Cup II Wheels","Motor Sound Package","Black Soft Top","Heated Power-Adjustable Front Seats","Becker-Porsche CR-210 Cassette Stereo","Remote Six-Disc CD Changer","Cruise Control","Laminated Window Sticker","Clean Carfax Report",,,,,,,,,,,,,,,,,"189127","Porsche 993 911 (Non-Turbo/GT2)","Porsche","false","Dealer","false","false","Sold for USD $90,993 <span> on 4/26/25 </span>","29k-Mile 1997 Porsche 911 Carrera Cabriolet 6-Speed","0 Views"
"2025-04-25T21:24:00.000Z","April 25, 2025 at 2:24PM PT","16","56500","false","14266","1171","ended","https://bringatrailer.com/listing/2013-porsche-911-carrera-s-coupe-28/","US","USA","USD","56500","USD $56,500","This 2013 Porsche 911 Carrera S coupe is finished in Guards Red over a Luxor Beige and Black interior and is powered by a 3.8-liter flat-six paired with a seven-speed PDK transaxle. Equipment includes the Premium and Bose Audio packages as well as PASM Sport Suspension, a SportDesign steering wheel, 20&quot; Carrera Classic wheels, a sunroof, heated…","Bluedevils3615","Located in United States","2010s","92658251","false","Chassis: WP0AB2A98DS122932","50k Miles","3.8-Liter Flat-Six","Seven-Speed PDK Transaxle","Guards Red Paint","Luxor Beige & Black Interior","Premium & Bose Audio Packages","Black 20"" Carrera Classic Wheels","Heated & Powered Front Seats","Bi-Xenon Headlights w/PDLS","SportDesign Steering Wheel","PASM Sport Suspension","Bose Sound System","Service Records","Clean Carfax Report",,,,,,,,,,,,,,,,,"189106","Porsche 991 911 Carrera S","Porsche","false","Dealer","false","false","Sold for USD $56,500 <span> on 4/25/25 </span>","2013 Porsche 911 Carrera S Coupe","0 Views"
"2025-04-25T21:17:55.000Z","April 25, 2025 at 2:17PM PT","38","356964","false","33924","2360","ended","https://bringatrailer.com/listing/1993-porsche-911-turbo-3-6-7/","US","USA","USD","356964","USD $356,964","This 1993 Porsche 911 is one of a reported 1,437 Turbo 3.6 models produced for the model year, and it is one of a limited number that were specified in Amazon Green Metallic over black full leather upholstery. The car was delivered new in Germany and remained registered in the country until it was relocated to Japan in 2008, and it was acquired…",,"Located in United States","1990s","91371668","false","Chassis: WP0ZZZ96ZPS470517","100k Kilometers (~62k Miles) Shown","Turbocharged 3.6-Liter Flat-Six","Five-Speed Manual Transaxle","Amazon Green Metallic Paint","Black Full Leather Upholstery","Multi-Piece 18"" Speedline Wheels","Fixed Rear Spoiler","Heated & Powered Front Sport Seats","Onboard Computer","Air Conditioning","CD Stereo","Porsche Classic Technical Certificate",,,,,,,,,,,,,,,,,,,"188786","Porsche 964 Turbo","Porsche","false","Dealer","false","false","Bid to USD $356,964 <span> on 4/25/25 </span>","RoW 1993 Porsche 911 Turbo 3.6","0 Views"
"2025-04-25T21:12:39.000Z","April 25, 2025 at 2:12PM PT","25","122001","false","9186","945","ended","https://bringatrailer.com/listing/2021-porsche-911-carrera-4s-coupe-15/","US","USA","USD","122001","USD $122,001","This 2021 Porsche 911 Carrera 4S is a Guards Red-finished coupe that was optioned from the factory with the Premium and Sport packages as well as a seven-speed manual transaxle, and it has been fitted with a BMC air filter and a Soul Performance exhaust system. Powered by a twin-turbocharged 3.0L flat-six, the car has 14k miles and is further…","focusaudi","Located in United States","2020s","91278296","false","Chassis: WP0AB2A95MS222664","14k Miles","Twin-Turbocharged 3.0L Flat-Six","Seven-Speed Manual Transaxle","Guards Red Paint","Slate Gray Leather Upholstery","20"" & 21"" Carrera Classic Alloy Wheels","Sport and Premium Packages","PASM Sport Suspension","Porsche Dynamic Chassis Control","Rear-Axle Steering","Front-Axle Lift","Power Steering Plus","Heated and Ventilated Front Sport Seats","Soul Performance Exhaust System","Window Sticker","Total Price of $144k in 2021",,,,,,,,,,,,,,,"189084","Porsche 992 911 Carrera 4S","Porsche","false","Dealer","false","false","Sold for USD $122,001 <span> on 4/25/25 </span>","2021 Porsche 911 Carrera 4S Coupe 7-Speed","0 Views"
"2025-04-25T21:06:31.000Z","April 25, 2025 at 2:06PM PT","14","75500","false","13721","1394","ended","https://bringatrailer.com/listing/1982-porsche-911sc-171/","US","USA","USD","75500","USD $75,500","This 1982 Porsche 911SC coupe is powered by a 3.0-liter flat-six paired with a five-speed manual transaxle and is finished in Guards Red over Cork leatherette. Equipment includes 17&quot; MOMO wheels, a sunroof, fog lights, power windows, R134a-based air conditioning, a MOMO steering wheel, a Pioneer CD stereo, a fire extinguisher, and a seat…","ethanfischer","Located in United States","1980s","88389588","false","Chassis: WP0AA0915CS120933","43k Miles Shown, TMU","3.0-Liter Flat-Six","Five-Speed Manual Transaxle","Guards Red Repaint","Cork Leatherette Upholstery","17"" MOMO Wheels","Sunroof","R134a-Based Air Conditioning","Cruise Control","Pioneer CD Stereo","Wevo Shifter","Fire Extinguisher","Cupholder","Owner's Manuals","Tool Roll & Two Keys","Set of Fuchs Wheels",,,,,,,,,,,,,,,"189088","Porsche 911SC","Porsche","false","Dealer","false","false","Sold for USD $75,500 <span> on 4/25/25 </span>","1982 Porsche 911SC Coupe","0 Views"
"2025-04-25T20:31:36.000Z","April 25, 2025 at 1:31PM PT","17","130000","false","6081","732","ended","https://bringatrailer.com/listing/1998-porsche-911-carrera-4-cabriolet-9/","US","USA","USD","130000","USD $130,000","This 1998 Porsche 911 Carrera 4 cabriolet was registered in southern states until moving in 2003 to California, where nearly all of its 8k indicated miles were added by the late owner. Finished in black over matching leather, the car is powered by a 3.6-liter flat-six that drives all four wheels through a six-speed manual transaxle.",,"Located in United States","1990s","92283409","false","Chassis: WP0CA2996WS341147","8k Miles Shown","3.6-Liter Flat-Six","Motor Sound Package","Six-Speed Manual Transaxle","Black Paint","Black Convertible Soft Top","Black Leather Upholstery","18″ Turbo Twist Wheels","Speed-Activated Rear Spoiler","Power-Adjustable Front Sport Seats","Cruise Control","Air Conditioning","CR-210 CD Stereo w/Six-Disc CD Changer",,,,,,,,,,,,,,,,,,"189066","Porsche 993 911 (Non-Turbo/GT2)","Porsche","false","Dealer","false","false","Bid to USD $130,000 <span> on 4/25/25 </span>","8k-Mile 1998 Porsche 911 Carrera 4 Cabriolet 6-Speed","0 Views"
"2025-04-25T20:12:00.000Z","April 25, 2025 at 1:12PM PT","1","19996","false","7390","552","ended","https://bringatrailer.com/listing/1999-porsche-911-carrera-coupe-131/","US","USA","USD","19996","USD $19,996","This 1999 Porsche 911 Carrera coupe is powered by a 3.4-liter M96 flat-six paired with a six-speed manual transaxle and is finished in Arctic Silver Metallic over Metropol Blue leather. An oil-fed EPS IMS bearing was installed in April 2017, and additional details include an electric sunroof, a deployable rear spoiler, 18″ 993 Turbo Technology…","radcrujones","Located in United States","1990s","92532279","false","Chassis: WP0AA2994XS621710","127k Miles","3.4-Liter Flat-Six","Six-Speed Manual Transaxle","Arctic Silver Metallic Paint","Metropol Blue Leather Upholstery","18"" Technology Hollow-Spoke Wheels","Cross-Drilled Disc Brakes","Electric Sunroof","Deployable Rear Spoiler","Power-Adjustable Front Seats","Automatic Climate Control","Cruise Control","Short Shifter","6.2"" Double-DIN Touchscreen Head Unit","Spare Parts","Service Records",,,,,,,,,,,,,,,"189058","Porsche 996 911 Carrera","Porsche","true","Private Party","true","true","Sold for USD $19,996 <span> on 4/25/25 </span>","1999 Porsche 911 Carrera Coupe 6-Speed","0 Views"
"2025-04-25T20:06:22.000Z","April 25, 2025 at 1:06PM PT","24","3700","false","5471","306","ended","https://bringatrailer.com/listing/1975-porsche-911-targa/","US","USA","USD","3700","USD $3,700","This 1975 Porsche 911 is a rolling and disassembled project that left the factory as a Targa and was converted to a cabriolet under prior ownership. The incomplete car was acquired in 2011 by the seller, who subsequently further disassembled it and repaired portions of the body. A Type 915 transaxle, soft top assembly, hood, decklid, fenders,…","feesh","Located in United States","1970s","91835065","false","Chassis: 9115210258","Cabriolet Conversion","Rolling Disassembled Project","Type 915 Transaxle Included","Flared Rear Wheel Arches","Removed Body Panels","Soft Top Assembly","Door Glass","Stripped Cabin","Phone-Dial Alloy Wheels","Bilstein Dampers","Brakes",,,,,,,,,,,,,,,,,,,,"189051","Porsche 911 1974-1977","Porsche","true","Private Party","false","true","Sold for USD $3,700 <span> on 4/25/25 </span>","1975 Porsche 911 Cabriolet Conversion Project","0 Views"
"2025-04-25T19:40:20.000Z","April 25, 2025 at 12:40PM PT","23","77500","false","8592","796","ended","https://bringatrailer.com/listing/2008-porsche-911-carrera-cabriolet-24/","US","USA","USD","77500","USD $77,500","This 2008 Porsche 911 Carrera cabriolet has 4,900 miles and it was purchased by the seller on BaT in March 2024. The car is powered by a 3.6-liter flat-six paired with a five-speed Tiptronic S automatic transaxle and is finished in Macadamia Metallic (M8W) over Sand Beige full leather. Features include the Sport Chrono Package Plus, a Cocoa soft…","Wallyremi1","Located in United States","2000s","92024443","false","Chassis: WP0CD29988S789089","4,900 Miles","3.6-Liter Flat-Six","Five-Speed Automatic Transaxle","Macadamia Metallic Paint","Cocoa Soft Top","Sand Beige Full Leather Upholstery","Supple Leather Seat Inserts","Makassar Wood Trim","19” Turbo Wheels","Sport Chrono Package Plus","Pioneer Touchscreen Infotainment","Clean Carfax Report",,,,,,,,,,,,,,,,,,,"189036","Porsche 997 911 Turbo","Porsche","false","Private Party","true","false","Sold for USD $77,500 <span> on 4/25/25 </span>","4,900-Mile 2008 Porsche 911 Turbo Cabriolet","0 Views"
"2025-04-25T18:27:18.000Z","April 25, 2025 at 11:27AM PT","86","105000","false","9499","1012","ended","https://bringatrailer.com/listing/1985-porsche-911-carrera-targa-85/","US","USA","USD","105000","USD $105,000","This 1985 Porsche 911 Carrera Targa is a German-market example that was imported to the US in March 1985 and shows 11k miles. The car is powered by a 3.2-liter flat-six paired with a 915 five-speed manual transaxle and is finished in Guards Red over black partial leather. Equipment includes 16″ Fuchs alloy wheels, front and rear spoilers, a…","Srpowell087","Located in United States","1980s","92345592","false","Chassis: WP0ZZZ91ZFS140179","11k Miles Shown","3.2-Liter Flat-Six","Five-Speed Manual Transaxle","Guards Red Paint","Black Leather Upholstery","16″ Fuchs Alloy Wheels","Removable Targa Roof Panel","Front & Rear Spoilers","Power-Adjustable Driver's Seat","Blaupunkt Aspen Cassette Stereo","Cruise Control","Porsche Production Specification Sheet","Clean Carfax Report",,,,,,,,,,,,,,,,,,"188964","Porsche 911 Carrera 3.2","Porsche","false","Private Party","false","false","Sold for USD $105,000 <span> on 4/25/25 </span>","11k-Mile Euro 1985 Porsche 911 Carrera Targa","0 Views"
"2025-04-25T17:53:04.000Z","April 25, 2025 at 10:53AM PT","40","85599","false","12855","1374","ended","https://bringatrailer.com/listing/1996-porsche-911-carrera-coupe-77/","US","USA","USD","85599","USD $85,599","This 1996 Porsche 911 Carrera coupe is powered by a 3.6-liter flat-six paired with a six-speed manual transaxle and is finished in black over Cashmere Beige partial leather. Equipment includes an aftermarket rear spoiler, fog lights, 18″ Turbo Twist wheels, power-adjustable front seats, a power-operated sunroof, cruise control, air conditioning,…","FLFred","Located in United States","1990s","91634128","false","Chassis: WP0AA2990TS321818","56k Miles Shown, TMU","3.6-Liter Flat-Six","Six-Speed Manual Transaxle","Black Paint","Cashmere Beige Partial Leather","18"" Turbo Twist Alloy Wheels","Power-Operated Sunroof","Aftermarket Rear Spoiler","Air Conditioning","Cruise Control","Becker-Porsche CDR-210 Stereo",,,,,,,,,,,,,,,,,,,,"188969","Porsche 993 911 (Non-Turbo/GT2)","Porsche","false","Private Party","true","false","Sold for USD $85,599 <span> on 4/25/25 </span>","1996 Porsche 911 Carrera Coupe 6-Speed","0 Views"
